OrderID,OrderDate,CustomerID,ProductID,Quantity,Discount
ORD03998,2024-12-19,C1172,P0127,1,0.10
ORD03999,2024-07-27,C0189,P0131,2,0.10
ORD04000,2023-02-21,C0135,P0062,1,0.10
ORD04001,2025-10-22,C0294,P0149,2,0.00
ORD04002,2025-10-09,C0446,P0133,2,0.05
ORD04003,2023-02-11,C0007,P0047,10,0.00
ORD04004,2024-08-04,C0252,P0009,1,0.00
ORD04005,2024-12-24,C0564,P0091,4,0.00
ORD04006,2023-08-16,C0856,P0037,2,0.00
ORD04007,2024-06-10,C0182,P0237,8,0.00
ORD04008,2025-07-04,C0559,P0085,5,0.10
ORD04009,2024-08-31,C1099,P0096,1,0.05
ORD04010,2025-10-16,C0330,P0157,5,0.10
ORD04011,2024-06-14,C0143,P0134,4,0.15
ORD04012,2025-01-17,C0852,P0088,6,0.00
ORD04013,2025-09-01,C1130,P0051,2,0.05
ORD04014,2025-12-12,C1199,P0042,2,0.00
ORD04015,2025-03-27,C0973,P0012,3,0.00
ORD04016,2023-02-24,C0333,P0025,1,0.05
ORD04017,2024-11-27,C0228,P0128,4,0.10
ORD04018,2024-04-01,C0859,P0158,3,0.15
ORD04019,2023-07-23,C0599,P0159,6,0.15
ORD04020,2023-08-09,C0085,P0032,2,0.00
ORD04021,2025-06-28,C0937,P0195,2,0.10
ORD04022,2024-03-04,C0014,P0214,10,0.00
ORD04023,2024-04-05,C0021,P0191,3,0.05
ORD04024,2024-11-13,C0902,P0015,8,0.00
ORD04025,2023-07-02,C0101,P0004,1,0.05
ORD04026,2023-11-13,C0561,P0192,1,0.00
ORD04027,2025-04-02,C0247,P0010,4,0.10
ORD04028,2024-10-30,C0522,P0130,1,0.00
ORD04029,2023-12-28,C0873,P0221,5,0.05
ORD04030,2025-04-16,C0524,P0021,10,0.15
ORD04031,2024-06-16,C0061,P0144,3,0.05
ORD04032,2025-06-18,C0636,P0066,1,0.00
ORD04033,2024-04-02,C0883,P0180,8,0.00
ORD04034,2025-04-15,C0315,P0112,6,0.00
ORD04035,2024-06-26,C0827,P0207,10,0.00
ORD04036,2024-02-28,C0862,P0053,4,0.00
ORD04037,2023-01-25,C0721,P0234,1,0.05
ORD04038,2024-01-06,C0786,P0116,2,0.00
ORD04039,2025-06-26,C0977,P0217,1,0.00
ORD04040,2023-10-30,C0288,P0154,2,0.00
ORD04041,2025-03-22,C0653,P0157,3,0.00
ORD04042,2025-08-01,C0392,P0060,2,0.05
ORD04043,2023-11-17,C0089,P0049,1,0.10
ORD04044,2025-11-06,C0243,P0008,2,0.15
ORD04045,2025-12-14,C0694,P0180,3,0.00
ORD04046,2025-09-03,C0924,P0093,3,0.00
ORD04047,2024-06-01,C0777,P0214,8,0.05
ORD04048,2023-12-29,C1049,P0205,3,0.05
ORD04049,2024-04-12,C0074,P0024,5,0.15
ORD04050,2023-11-05,C0436,P0164,2,0.20
ORD04051,2025-08-10,C0414,P0080,2,0.00
ORD04052,2025-07-12,C0030,P0226,6,0.15
ORD04053,2025-10-15,C1180,P0113,6,0.10
ORD04054,2025-10-09,C0261,P0150,1,0.10
ORD04055,2024-08-18,C1096,P0239,5,0.00
ORD04056,2023-04-23,C0439,P0067,2,0.00
ORD04057,2025-10-17,C0404,P0053,1,0.05
ORD04058,2023-10-28,C0803,P0216,4,0.00
ORD04059,2023-05-05,C0239,P0140,2,0.10
ORD04060,2025-12-19,C0543,P0022,1,0.15
ORD04061,2023-08-30,C0555,P0182,5,0.00
ORD04062,2024-10-20,C0563,P0023,6,0.10
ORD04063,2024-09-22,C0096,P0069,8,0.05
ORD04064,2025-08-21,C0813,P0041,3,0.05
ORD04065,2025-04-10,C0886,P0239,1,0.15
ORD04066,2025-09-07,C1003,P0206,1,0.00
ORD04067,2024-11-13,C0364,P0100,3,0.05
ORD04068,2023-12-24,C0645,P0101,6,0.05
ORD04069,2025-10-16,C1126,P0081,4,0.05
ORD04070,2023-09-14,C0983,P0115,2,0.00
ORD04071,2023-05-26,C0021,P0204,10,0.10
ORD04072,2024-03-07,C0849,P0038,8,0.10
ORD04073,2025-07-06,C0984,P0136,2,0.00
ORD04074,2023-06-29,C0176,P0144,5,0.00
ORD04075,2024-02-17,C0142,P0158,2,0.00
ORD04076,2025-04-19,C0581,P0095,2,0.05
ORD04077,2024-12-27,C0065,P0235,3,0.00
ORD04078,2023-05-03,C0479,P0135,2,0.00
ORD04079,2025-04-20,C1030,P0090,3,0.00
ORD04080,2024-12-21,C0566,P0182,4,0.10
ORD04081,2025-10-20,C0168,P0177,6,0.00
ORD04082,2023-02-03,C0365,P0186,2,0.05
ORD04083,2025-08-04,C0273,P0070,1,0.10
ORD04084,2023-06-10,C0499,P0045,1,0.15
ORD04085,2024-04-22,C0895,P0172,1,0.10
ORD04086,2025-01-05,C0950,P0188,12,0.00
ORD04087,2023-07-02,C0869,P0035,2,0.15
ORD04088,2023-06-09,C0321,P0163,4,0.00
ORD04089,2025-04-05,C1184,P0105,1,0.15
ORD04090,2024-02-14,C0015,P0173,3,0.15
ORD04091,2025-06-22,C0826,P0202,2,0.00
ORD04092,2025-05-09,C0399,P0065,1,0.00
ORD04093,2023-09-11,C0709,P0222,3,0.00
ORD04094,2024-04-09,C0974,P0162,5,0.10
ORD04095,2023-06-26,C0478,P0011,1,0.00
ORD04096,2024-03-16,C0340,P0060,2,0.10
ORD04097,2025-04-10,C0299,P0196,3,0.00
ORD04098,2023-06-03,C0160,P0092,1,0.00
ORD04099,2025-02-21,C0211,P0152,5,0.05
ORD04100,2024-04-01,C0112,P0119,1,0.10
ORD04101,2023-03-13,C0368,P0039,6,0.05
ORD04102,2023-03-12,C0507,P0048,1,0.10
ORD04103,2023-08-29,C0146,P0089,4,0.05
ORD04104,2024-08-03,C1064,P0181,5,0.00
ORD04105,2024-01-24,C1127,P0071,3,0.00
ORD04106,2025-06-20,C0578,P0167,3,0.05
ORD04107,2023-01-21,C0655,P0026,3,0.00
ORD04108,2025-07-10,C0855,P0016,1,0.00
ORD04109,2023-11-28,C0762,P0020,4,0.05
ORD04110,2024-04-23,C0687,P0214,3,0.00
ORD04111,2023-03-04,C0788,P0167,3,0.00
ORD04112,2023-08-16,C0503,P0206,8,0.05
ORD04113,2024-03-26,C0922,P0008,3,0.00
ORD04114,2024-10-16,C0473,P0222,6,0.00
ORD04115,2023-08-20,C0709,P0170,1,0.00
ORD04116,2023-03-17,C0387,P0173,3,0.00
ORD04117,2023-08-05,C0594,P0082,1,0.00
ORD04118,2025-11-22,C0772,P0157,3,0.00
ORD04119,2024-02-28,C0729,P0069,4,0.00
ORD04120,2024-07-12,C0733,P0149,2,0.00
ORD04121,2024-03-31,C0563,P0066,5,0.05
ORD04122,2024-08-10,C0712,P0226,2,0.10
ORD04123,2025-01-08,C0871,P0238,2,0.05
ORD04124,2025-11-24,C0807,P0203,3,0.05
ORD04125,2024-05-30,C0192,P0006,2,0.00
ORD04126,2025-08-13,C0710,P0114,1,0.05
ORD04127,2025-03-27,C0058,P0234,1,0.05
ORD04128,2023-01-26,C0231,P0054,1,0.10
ORD04129,2025-10-17,C0848,P0025,1,0.00
ORD04130,2025-04-30,C0918,P0101,3,0.05
ORD04131,2023-09-05,C0464,P0196,4,0.05
ORD04132,2025-07-12,C0140,P0221,2,0.00
ORD04133,2024-05-29,C1080,P0081,4,0.00
ORD04134,2024-12-08,C0365,P0019,2,0.05
ORD04135,2023-05-18,C1086,P0192,1,0.00
ORD04136,2025-07-30,C0823,P0034,1,0.00
ORD04137,2025-09-07,C0812,P0099,1,0.00
ORD04138,2023-01-09,C0291,P0231,6,0.10
ORD04139,2024-02-28,C1019,P0157,4,0.05
ORD04140,2025-07-12,C0133,P0194,2,0.05
ORD04141,2023-10-03,C0366,P0061,4,0.10
ORD04142,2025-06-19,C1139,P0111,1,0.00
ORD04143,2023-03-14,C1020,P0202,1,0.00
ORD04144,2025-05-30,C1054,P0147,1,0.05
ORD04145,2023-02-17,C0834,P0087,5,0.00
ORD04146,2024-03-16,C0921,P0049,4,0.00
ORD04147,2023-06-18,C0343,P0236,1,0.00
ORD04148,2024-01-26,C0755,P0204,1,0.00
ORD04149,2025-02-07,C0767,P0061,10,0.00
ORD04150,2024-12-07,C0710,P0239,5,0.05
ORD04151,2023-06-30,C1147,P0013,2,0.00
ORD04152,2023-09-24,C1097,P0157,3,0.05
ORD04153,2023-10-24,C0646,P0184,3,0.05
ORD04154,2024-04-05,C0491,P0218,5,0.00
ORD04155,2023-08-01,C0199,P0161,2,0.20
ORD04156,2025-04-27,C0753,P0128,1,0.00
ORD04157,2023-10-22,C0739,P0066,1,0.05
ORD04158,2024-04-18,C0987,P0007,3,0.05
ORD04159,2023-11-05,C0732,P0213,1,0.00
ORD04160,2025-02-15,C0266,P0097,3,0.05
ORD04161,2024-11-25,C0941,P0180,5,0.00
ORD04162,2025-02-24,C1120,P0182,3,0.05
ORD04163,2023-02-26,C0430,P0126,1,0.05
ORD04164,2023-11-08,C0762,P0075,6,0.10
ORD04165,2024-06-07,C0350,P0004,2,0.10
ORD04166,2025-02-06,C0162,P0139,1,0.00
ORD04167,2023-07-03,C0773,P0174,8,0.00
ORD04168,2025-06-10,C1009,P0007,1,0.00
ORD04169,2023-03-01,C1089,P0023,2,0.15
ORD04170,2024-02-10,C0511,P0070,2,0.00
ORD04171,2023-06-02,C0581,P0142,5,0.00
ORD04172,2023-11-22,C1162,P0101,2,0.10
ORD04173,2024-01-10,C0419,P0196,3,0.10
ORD04174,2023-10-26,C1051,P0094,5,0.10
ORD04175,2025-08-08,C0622,P0220,5,0.00
ORD04176,2023-01-14,C1030,P0225,2,0.10
ORD04177,2023-08-22,C0964,P0018,1,0.00
ORD04178,2024-02-08,C1070,P0144,1,0.05
ORD04179,2023-09-13,C0997,P0125,5,0.00
ORD04180,2025-06-25,C1137,P0007,1,0.15
ORD04181,2023-04-27,C0002,P0065,4,0.05
ORD04182,2023-06-07,C0922,P0004,2,0.05
ORD04183,2023-12-31,C1037,P0172,2,0.00
ORD04184,2025-10-24,C0623,P0188,10,0.05
ORD04185,2025-06-06,C0943,P0102,4,0.00
ORD04186,2023-11-23,C0941,P0151,4,0.00
ORD04187,2023-04-22,C0321,P0125,2,0.00
ORD04188,2024-05-01,C0029,P0042,1,0.00
ORD04189,2023-01-04,C0203,P0067,8,0.00
ORD04190,2023-12-26,C0939,P0213,2,0.05
ORD04191,2024-09-28,C0738,P0065,10,0.00
ORD04192,2024-12-20,C0121,P0069,2,0.15
ORD04193,2024-08-02,C0079,P0149,6,0.00
ORD04194,2023-09-19,C0500,P0219,2,0.10
ORD04195,2025-10-23,C0770,P0080,5,0.05
ORD04196,2024-07-15,C0588,P0227,5,0.05
ORD04197,2025-08-07,C0668,P0050,4,0.15
ORD04198,2023-09-27,C0349,P0104,3,0.05
ORD04199,2025-05-04,C0257,P0022,3,0.05
ORD04200,2024-03-07,C0113,P0140,1,0.00
ORD04201,2023-10-06,C0851,P0097,2,0.05
ORD04202,2024-02-10,C1153,P0187,6,0.20
ORD04203,2025-04-07,C0449,P0220,1,0.00
ORD04204,2025-02-20,C0404,P0010,6,0.00
ORD04205,2024-03-22,C0677,P0224,10,0.00
ORD04206,2023-05-09,C0750,P0143,1,0.05
ORD04207,2025-03-03,C1117,P0066,1,0.05
ORD04208,2024-02-28,C0236,P0153,4,0.00
ORD04209,2024-12-02,C0087,P0091,1,0.10
ORD04210,2023-03-24,C1073,P0030,1,0.00
ORD04211,2023-08-24,C0328,P0205,3,0.05
ORD04212,2023-11-10,C0232,P0116,1,0.05
ORD04213,2024-11-16,C0188,P0192,6,0.00
ORD04214,2025-06-03,C0791,P0019,1,0.10
ORD04215,2024-12-05,C0747,P0024,6,0.00
ORD04216,2023-04-24,C0305,P0069,5,0.00
ORD04217,2024-08-21,C0729,P0108,2,0.00
ORD04218,2023-01-02,C0386,P0089,1,0.15
ORD04219,2023-07-15,C0507,P0130,1,0.00
ORD04220,2025-02-16,C0235,P0160,3,0.05
ORD04221,2024-01-09,C0632,P0161,1,0.00
ORD04222,2023-12-18,C0284,P0040,2,0.00
ORD04223,2023-05-14,C0383,P0142,2,0.05
ORD04224,2025-08-29,C0803,P0160,1,0.00
ORD04225,2025-08-25,C0958,P0144,2,0.00
ORD04226,2025-11-12,C1171,P0180,2,0.00
ORD04227,2023-06-01,C0634,P0040,10,0.20
ORD04228,2023-09-16,C0801,P0213,1,0.15
ORD04229,2024-01-12,C0881,P0175,2,0.00
ORD04230,2023-01-19,C0894,P0030,3,0.00
ORD04231,2024-05-26,C0611,P0238,12,0.05
ORD04232,2023-06-14,C0162,P0106,1,0.00
ORD04233,2025-09-28,C1141,P0106,12,0.05
ORD04234,2025-10-10,C0273,P0025,1,0.00
ORD04235,2024-09-05,C0314,P0013,3,0.05
ORD04236,2023-03-04,C1123,P0068,1,0.10
ORD04237,2024-12-19,C1078,P0197,1,0.05
ORD04238,2023-09-17,C0825,P0011,2,0.10
ORD04239,2025-06-28,C0414,P0012,1,0.15
ORD04240,2023-03-31,C0099,P0030,2,0.00
ORD04241,2025-09-21,C0054,P0117,12,0.00
ORD04242,2023-04-03,C0899,P0150,2,0.10
ORD04243,2024-06-05,C0247,P0039,1,0.10
ORD04244,2023-09-14,C0708,P0078,1,0.05
ORD04245,2025-01-09,C0568,P0183,4,0.05
ORD04246,2023-11-10,C0298,P0017,2,0.00
ORD04247,2024-01-20,C0250,P0004,6,0.05
ORD04248,2024-12-14,C1069,P0001,2,0.05
ORD04249,2024-07-28,C0051,P0163,1,0.05
ORD04250,2024-08-24,C0902,P0134,4,0.00
ORD04251,2023-08-19,C0641,P0205,12,0.10
ORD04252,2025-01-09,C0727,P0134,6,0.00
ORD04253,2025-11-17,C0013,P0028,6,0.10
ORD04254,2025-06-02,C0568,P0132,2,0.00
ORD04255,2023-04-08,C0962,P0195,2,0.10
ORD04256,2023-06-24,C0716,P0199,6,0.05
ORD04257,2024-11-17,C0174,P0211,2,0.20
ORD04258,2023-12-26,C0488,P0036,4,0.00
ORD04259,2025-02-12,C0280,P0240,2,0.00
ORD04260,2023-03-27,C1126,P0220,10,0.10
ORD04261,2024-03-04,C0214,P0193,4,0.00
ORD04262,2024-07-23,C0085,P0148,4,0.00
ORD04263,2025-11-26,C0692,P0184,5,0.00
ORD04264,2024-01-08,C0346,P0141,3,0.05
ORD04265,2025-02-13,C0862,P0229,4,0.05
ORD04266,2024-06-06,C0321,P0033,1,0.05
ORD04267,2024-07-24,C0162,P0225,1,0.15
ORD04268,2024-11-01,C0047,P0099,3,0.00
ORD04269,2025-06-21,C1017,P0185,2,0.15
ORD04270,2023-10-08,C0511,P0134,1,0.10
ORD04271,2025-08-14,C0916,P0080,4,0.05
ORD04272,2023-05-13,C0951,P0117,3,0.15
ORD04273,2024-10-07,C0947,P0047,3,0.10
ORD04274,2024-12-21,C0161,P0068,2,0.15
ORD04275,2023-09-23,C0721,P0077,3,0.15
ORD04276,2024-04-19,C0522,P0134,1,0.10
ORD04277,2024-08-22,C0228,P0181,6,0.00
ORD04278,2024-08-20,C0051,P0172,2,0.00
ORD04279,2023-12-08,C1089,P0004,1,0.05
ORD04280,2025-08-02,C0029,P0124,1,0.10
ORD04281,2023-07-25,C0756,P0240,2,0.00
ORD04282,2025-07-03,C0685,P0157,2,0.05
ORD04283,2024-08-12,C0891,P0179,2,0.15
ORD04284,2025-01-24,C0716,P0185,2,0.00
ORD04285,2023-11-28,C1141,P0076,2,0.00
ORD04286,2023-11-28,C0791,P0122,1,0.05
ORD04287,2023-06-13,C0874,P0066,2,0.05
ORD04288,2024-04-26,C0827,P0056,12,0.10
ORD04289,2024-01-02,C0952,P0053,4,0.05
ORD04290,2023-01-15,C0286,P0210,5,0.00
ORD04291,2024-09-03,C0091,P0077,4,0.00
ORD04292,2025-07-06,C0577,P0064,3,0.10
ORD04293,2025-10-28,C0604,P0113,5,0.05
ORD04294,2024-02-15,C1038,P0234,1,0.05
ORD04295,2025-01-04,C0993,P0086,5,0.15
ORD04296,2025-02-21,C0666,P0114,5,0.10
ORD04297,2024-11-01,C0851,P0045,10,0.10
ORD04298,2023-02-02,C0898,P0046,10,0.00
ORD04299,2024-11-01,C0331,P0233,8,0.10
ORD04300,2024-06-16,C0555,P0138,6,0.00
ORD04301,2023-09-08,C0486,P0004,1,0.00
ORD04302,2025-09-21,C0974,P0143,1,0.00
ORD04303,2024-05-19,C0266,P0094,3,0.00
ORD04304,2023-01-19,C0431,P0086,6,0.05
ORD04305,2025-01-08,C0257,P0113,1,0.00
ORD04306,2024-11-30,C0823,P0031,5,0.05
ORD04307,2024-06-24,C0160,P0066,1,0.00
ORD04308,2025-07-04,C0681,P0167,1,0.00
ORD04309,2023-04-25,C0364,P0175,3,0.00
ORD04310,2023-05-10,C1127,P0090,2,0.00
ORD04311,2024-02-07,C0820,P0022,3,0.05
ORD04312,2025-08-20,C0534,P0010,3,0.00
ORD04313,2025-03-01,C0486,P0089,4,0.05
ORD04314,2025-12-01,C0428,P0195,3,0.15
ORD04315,2024-11-14,C1094,P0210,3,0.10
ORD04316,2023-07-02,C0392,P0172,4,0.10
ORD04317,2023-10-16,C0652,P0106,1,0.00
ORD04318,2024-08-23,C1030,P0186,10,0.00
ORD04319,2024-04-30,C0967,P0168,6,0.00
ORD04320,2023-02-25,C0406,P0163,12,0.00
ORD04321,2025-07-26,C0773,P0069,5,0.15
ORD04322,2025-06-09,C1013,P0027,1,0.05
ORD04323,2024-05-30,C1146,P0144,2,0.05
ORD04324,2024-04-08,C0979,P0023,4,0.15
ORD04325,2025-02-14,C1019,P0186,4,0.05
ORD04326,2025-05-09,C0831,P0034,1,0.10
ORD04327,2023-03-14,C0024,P0231,3,0.10
ORD04328,2025-12-11,C0318,P0062,2,0.10
ORD04329,2025-03-31,C1155,P0203,1,0.05
ORD04330,2023-09-07,C0705,P0130,4,0.05
ORD04331,2024-11-17,C0714,P0212,1,0.15
ORD04332,2024-04-16,C0414,P0234,1,0.05
ORD04333,2025-01-12,C0797,P0062,2,0.10
ORD04334,2025-01-27,C0745,P0110,2,0.05
ORD04335,2023-09-22,C0137,P0205,12,0.10
ORD04336,2023-06-02,C0680,P0040,2,0.00
ORD04337,2025-08-27,C0879,P0103,1,0.00
ORD04338,2023-08-30,C0758,P0024,4,0.05
ORD04339,2023-06-02,C0901,P0042,3,0.10
ORD04340,2024-01-21,C0462,P0105,4,0.00
ORD04341,2025-11-26,C0313,P0168,4,0.20
ORD04342,2025-11-07,C0585,P0170,8,0.00
ORD04343,2025-12-03,C0364,P0049,1,0.05
ORD04344,2024-11-06,C1097,P0167,1,0.00
ORD04345,2024-04-21,C0854,P0133,3,0.05
ORD04346,2024-10-13,C0371,P0200,2,0.15
ORD04347,2024-04-29,C0130,P0188,4,0.00
ORD04348,2025-06-23,C0334,P0175,2,0.15
ORD04349,2024-06-18,C0375,P0012,3,0.00
ORD04350,2023-04-01,C1167,P0072,8,0.05
ORD04351,2023-11-28,C0455,P0156,3,0.00
ORD04352,2025-01-19,C0022,P0012,4,0.00
ORD04353,2023-01-01,C0383,P0103,2,0.00
ORD04354,2023-10-31,C0843,P0209,2,0.00
ORD04355,2025-06-29,C0103,P0173,1,0.15
ORD04356,2024-01-10,C0212,P0125,4,0.05
ORD04357,2023-08-11,C0370,P0094,1,0.10
ORD04358,2025-11-20,C0368,P0017,4,0.00
ORD04359,2023-09-02,C0229,P0083,1,0.05
ORD04360,2024-09-01,C0796,P0170,3,0.10
ORD04361,2024-12-30,C1051,P0135,4,0.00
ORD04362,2025-04-22,C0821,P0157,1,0.00
ORD04363,2024-01-27,C0308,P0071,1,0.00
ORD04364,2025-04-17,C0432,P0047,1,0.00
ORD04365,2025-11-16,C0270,P0233,2,0.10
ORD04366,2023-03-07,C0028,P0152,2,0.10
ORD04367,2023-01-25,C0775,P0131,2,0.15
ORD04368,2023-07-08,C0260,P0133,2,0.00
ORD04369,2025-06-30,C0396,P0014,5,0.10
ORD04370,2025-10-10,C1185,P0125,1,0.00
ORD04371,2023-03-30,C1186,P0100,1,0.05
ORD04372,2024-12-10,C0248,P0023,1,0.00
ORD04373,2025-06-26,C0147,P0179,1,0.05
ORD04374,2025-02-12,C0212,P0021,2,0.00
ORD04375,2023-09-22,C0833,P0014,12,0.05
ORD04376,2023-11-11,C0310,P0099,6,0.00
ORD04377,2023-07-06,C0282,P0055,10,0.10
ORD04378,2025-02-28,C0184,P0218,2,0.10
ORD04379,2023-05-12,C0053,P0159,3,0.05
ORD04380,2025-01-24,C0805,P0185,3,0.15
ORD04381,2023-09-11,C0501,P0151,1,0.00
ORD04382,2024-05-19,C0846,P0215,6,0.00
ORD04383,2023-09-16,C0321,P0078,6,0.00
ORD04384,2025-11-20,C0933,P0050,8,0.20
ORD04385,2024-08-26,C0891,P0200,1,0.00
ORD04386,2025-10-12,C0507,P0032,6,0.00
ORD04387,2024-07-07,C0864,P0125,3,0.00
ORD04388,2024-12-28,C0708,P0120,5,0.00
ORD04389,2023-06-04,C0742,P0171,2,0.00
ORD04390,2024-12-19,C0301,P0054,10,0.00
ORD04391,2024-02-21,C0536,P0223,3,0.00
ORD04392,2025-08-27,C0189,P0069,6,0.05
ORD04393,2023-11-07,C0809,P0136,2,0.00
ORD04394,2023-02-23,C0896,P0107,2,0.05
ORD04395,2024-05-13,C0900,P0130,2,0.15
ORD04396,2024-11-03,C0303,P0235,2,0.00
ORD04397,2024-10-24,C0489,P0185,3,0.00
ORD04398,2024-01-01,C0102,P0059,4,0.00
ORD04399,2025-03-04,C0527,P0013,4,0.05
ORD04400,2024-10-24,C0099,P0055,1,0.10
ORD04401,2024-10-11,C0249,P0208,6,0.00
ORD04402,2024-07-15,C0837,P0223,5,0.00
ORD04403,2024-02-15,C0981,P0232,3,0.00
ORD04404,2023-10-10,C1022,P0029,2,0.15
ORD04405,2025-09-20,C0940,P0033,4,0.10
ORD04406,2025-11-19,C1052,P0228,2,0.15
ORD04407,2025-09-27,C0445,P0011,2,0.00
ORD04408,2025-03-04,C0206,P0111,1,0.00
ORD04409,2025-02-21,C0022,P0150,2,0.00
ORD04410,2023-07-31,C0421,P0065,2,0.05
ORD04411,2023-10-09,C0653,P0222,3,0.00
ORD04412,2025-04-28,C1119,P0187,8,0.00
ORD04413,2023-01-21,C0336,P0111,3,0.15
ORD04414,2024-01-11,C0238,P0147,2,0.15
ORD04415,2024-12-23,C1188,P0139,1,0.00
ORD04416,2023-11-06,C1054,P0024,6,0.10
ORD04417,2023-09-18,C0105,P0035,4,0.05
ORD04418,2023-02-03,C0787,P0058,8,0.00
ORD04419,2023-01-16,C0927,P0181,4,0.00
ORD04420,2023-08-08,C0510,P0007,2,0.00
ORD04421,2025-05-24,C0559,P0165,5,0.10
ORD04422,2023-11-02,C0347,P0208,2,0.00
ORD04423,2024-05-18,C1082,P0134,12,0.05
ORD04424,2024-02-06,C0279,P0196,4,0.00
ORD04425,2025-09-03,C0119,P0150,2,0.15
ORD04426,2023-01-10,C0616,P0065,3,0.00
ORD04427,2024-10-24,C0249,P0119,3,0.10
ORD04428,2023-05-01,C0002,P0163,4,0.00
ORD04429,2023-07-12,C0838,P0209,2,0.00
ORD04430,2023-01-03,C1012,P0235,2,0.05
ORD04431,2023-11-11,C0667,P0007,2,0.00
ORD04432,2023-08-22,C0496,P0124,3,0.15
ORD04433,2023-09-16,C1186,P0194,2,0.15
ORD04434,2023-04-06,C0702,P0030,6,0.00
ORD04435,2025-12-25,C0437,P0081,2,0.00
ORD04436,2023-09-22,C0036,P0233,6,0.15
ORD04437,2023-07-12,C0087,P0031,8,0.00
ORD04438,2025-01-29,C0557,P0224,12,0.05
ORD04439,2025-10-19,C0141,P0148,4,0.15
ORD04440,2025-04-03,C0803,P0222,10,0.05
ORD04441,2024-11-07,C0592,P0115,3,0.00
ORD04442,2024-06-12,C1031,P0097,8,0.00
ORD04443,2025-11-26,C0268,P0056,3,0.05
ORD04444,2024-05-01,C0172,P0190,4,0.00
ORD04445,2023-06-03,C0219,P0186,2,0.00
ORD04446,2025-01-16,C1073,P0077,5,0.05
ORD04447,2023-06-12,C0258,P0050,5,0.10
ORD04448,2025-09-21,C0862,P0201,2,0.05
ORD04449,2025-05-27,C0780,P0065,1,0.05
ORD04450,2025-06-28,C0144,P0057,1,0.00
ORD04451,2025-06-20,C0823,P0126,1,0.15
ORD04452,2025-01-02,C0330,P0035,1,0.00
ORD04453,2024-09-16,C0774,P0086,2,0.05
ORD04454,2025-02-12,C0345,P0140,4,0.00
ORD04455,2024-02-23,C0034,P0231,1,0.00
ORD04456,2024-08-25,C0687,P0075,3,0.05
ORD04457,2023-07-08,C0592,P0176,3,0.00
ORD04458,2023-10-20,C0826,P0197,1,0.05
ORD04459,2025-12-08,C0022,P0191,1,0.05
ORD04460,2023-10-25,C0322,P0179,2,0.00
ORD04461,2025-08-02,C0805,P0163,10,0.00
ORD04462,2025-04-05,C1136,P0117,5,0.00
ORD04463,2023-11-30,C0206,P0103,1,0.15
ORD04464,2024-11-14,C0587,P0197,4,0.10
ORD04465,2023-09-24,C0051,P0075,6,0.05
ORD04466,2025-08-01,C0619,P0234,1,0.00
ORD04467,2024-10-24,C0381,P0186,3,0.00
ORD04468,2023-10-25,C0673,P0049,1,0.05
ORD04469,2023-02-09,C0584,P0178,1,0.00
ORD04470,2025-11-18,C0428,P0073,2,0.00
ORD04471,2024-06-04,C0356,P0164,2,0.05
ORD04472,2024-01-10,C1197,P0187,2,0.00
ORD04473,2024-12-28,C1112,P0230,4,0.00
ORD04474,2024-05-26,C0202,P0203,3,0.00
ORD04475,2023-11-19,C0876,P0086,3,0.05
ORD04476,2024-01-16,C1085,P0181,8,0.00
ORD04477,2023-10-11,C0823,P0007,1,0.00
ORD04478,2024-07-29,C0376,P0063,4,0.10
ORD04479,2024-02-28,C0687,P0159,1,0.05
ORD04480,2025-11-11,C0628,P0016,4,0.00
ORD04481,2025-08-15,C0625,P0214,2,0.00
ORD04482,2023-06-26,C0488,P0126,6,0.20
ORD04483,2023-09-29,C0416,P0082,5,0.00
ORD04484,2024-02-07,C0434,P0224,3,0.00
ORD04485,2023-06-07,C0222,P0156,6,0.00
ORD04486,2024-03-04,C0766,P0203,2,0.00
ORD04487,2024-02-10,C0195,P0097,4,0.00
ORD04488,2024-10-03,C1110,P0147,6,0.15
ORD04489,2025-05-10,C0759,P0139,1,0.05
ORD04490,2024-10-03,C0454,P0125,1,0.00
ORD04491,2025-01-29,C0063,P0183,8,0.00
ORD04492,2023-01-04,C1030,P0193,1,0.05
ORD04493,2024-10-16,C0081,P0080,3,0.05
ORD04494,2025-06-11,C1016,P0008,6,0.10
ORD04495,2023-09-04,C0861,P0046,1,0.05
ORD04496,2025-03-21,C0447,P0173,1,0.10
ORD04497,2023-01-17,C0832,P0074,12,0.05
ORD04498,2023-06-02,C1064,P0140,5,0.05
ORD04499,2023-05-18,C0076,P0036,1,0.05
ORD04500,2025-12-28,C0240,P0158,2,0.10
ORD04501,2024-06-07,C0074,P0104,2,0.00
ORD04502,2025-02-03,C1129,P0185,12,0.10
ORD04503,2024-07-01,C0946,P0087,12,0.10
ORD04504,2024-11-30,C0393,P0096,4,0.10
ORD04505,2024-01-20,C0771,P0146,4,0.05
ORD04506,2024-05-26,C0942,P0200,6,0.20
ORD04507,2025-12-23,C0559,P0067,1,0.00
ORD04508,2023-04-23,C1018,P0049,4,0.05
ORD04509,2025-07-24,C0842,P0176,2,0.00
ORD04510,2025-12-02,C1192,P0146,6,0.00
ORD04511,2025-11-06,C0327,P0075,3,0.15
ORD04512,2025-11-06,C0277,P0175,12,0.00
ORD04513,2024-12-26,C0290,P0100,6,0.00
ORD04514,2025-12-23,C0227,P0088,1,0.00
